sample_name,CST,oCST,center_name,experiment_design_description,instrument_model,library_construction_protocol,linker,orig_name,project_name,run_center,run_date,run_prefix,sample_plate,target_gene,target_subfragment,well_description,well_id,qiita_prep_id,birthplace,cage,env_biome,env_feature,env_material,env_package,facility,geo_loc_name,host_age,host_age_units,host_body_habitat,host_body_product,host_body_site,host_common_name,host_life_stage,host_scientific_name,mouse,host_subject_id,host_taxid,qiita_study_id,room_number,sample_type,scientific_name,taxon_id,tp_char,title,timepoint,treatment,trx,tube_number,Description
12502.6C9,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6C9,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Plate_2_12502.6C9_D12,D12,7298,Jackson Labs,C2,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C09,C9,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control_GBS,2,,Vaginal lavage day 6
12502.0H1,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,0H1,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.0H1_A1,A1,7298,Jackson Labs,C5,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H01,H1,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d0,Impact of human milk oligosaccharides on mouse vaginal microbiota,0,pHMO_GBS,4,,Vaginal lavage day 0
12502.1H1,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1H1,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Plate_2_12502.1H1_C4,C4,7298,Jackson Labs,C5,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H01,H1,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,pHMO_GBS,4,,Vaginal lavage day 1
12502.2H1,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2H1,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.2H1_F11,F11,7298,Jackson Labs,C5,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H01,H1,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,pHMO_GBS,4,,Vaginal lavage day 2
12502.3H1,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3H1,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.3H1_D7,D7,7298,Jackson Labs,C5,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H01,H1,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,pHMO_GBS,4,,Vaginal lavage day 3
12502.6H1,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6H1,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.6H1_D12,D12,7298,Jackson Labs,C5,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H01,H1,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,pHMO_GBS,4,,Vaginal lavage day 6
12502.0H10,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,0H10,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.0H10_E12,E12,7298,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H10,H10,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d0,Impact of human milk oligosaccharides on mouse vaginal microbiota,0,pHMO_GBS,4,,Vaginal lavage day 0
12502.1H10,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1H10,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.1H10_E6,E6,7298,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H10,H10,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,pHMO_GBS,4,,Vaginal lavage day 1
12502.2H10,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2H10,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Plate_2_12502.2H10_D3,D3,7298,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H10,H10,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,pHMO_GBS,4,,Vaginal lavage day 2
12502.3H10,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3H10,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Plate_2_12502.3H10_A10,A10,7298,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H10,H10,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,pHMO_GBS,4,,Vaginal lavage day 3
12502.6H10,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6H10,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Plate_2_12502.6H10_D6,D6,7298,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H10,H10,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,pHMO_GBS,4,,Vaginal lavage day 6
12502.1H11,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1H11,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_1,16S rRNA,V4,Momi_Patras_Seed_Plate_1_1H11_F1,F1,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H11,H11,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,pHMO_GBS,4,,Vaginal lavage day 1
12502.2H11,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2H11,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_2H11_D11,D11,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H11,H11,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,pHMO_GBS,4,,Vaginal lavage day 2
12502.3H11,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3H11,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_3H11_D6,D6,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H11,H11,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,pHMO_GBS,4,,Vaginal lavage day 3
12502.6H11,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6H11,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_6H11_C12,C12,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H11,H11,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,pHMO_GBS,4,,Vaginal lavage day 6
12502.1H12,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1H12,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_1,16S rRNA,V4,Momi_Patras_Seed_Plate_1_1H12_A9,A9,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H12,H12,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,pHMO_GBS,4,,Vaginal lavage day 1
12502.2H12,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2H12,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_2H12_H3,H3,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H12,H12,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,pHMO_GBS,4,,Vaginal lavage day 2
12502.3H12,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3H12,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_3H12_C4,C4,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H12,H12,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,pHMO_GBS,4,,Vaginal lavage day 3
12502.6H12,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6H12,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_6H12_D1,D1,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H12,H12,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,pHMO_GBS,4,,Vaginal lavage day 6
12502.1H13,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1H13,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_1H13_C1,C1,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H13,H13,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,pHMO_GBS,4,,Vaginal lavage day 1
12502.2H13,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2H13,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_2H13_F3,F3,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H13,H13,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,pHMO_GBS,4,,Vaginal lavage day 2
12502.3H13,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3H13,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_3H13_F6,F6,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H13,H13,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,pHMO_GBS,4,,Vaginal lavage day 3
12502.1H14,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1H14,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_1H14_F10,F10,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H14,H14,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,pHMO_GBS,4,,Vaginal lavage day 1
12502.3H14,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3H14,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_3H14_A7,A7,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H14,H14,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,pHMO_GBS,4,,Vaginal lavage day 3
12502.6H14,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6H14,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_6H14_G3,G3,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H14,H14,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,pHMO_GBS,4,,Vaginal lavage day 6
12502.1H15,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1H15,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_1H15_H8,H8,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H15,H15,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,pHMO_GBS,4,,Vaginal lavage day 1
12502.2H15,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2H15,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_1,16S rRNA,V4,Momi_Patras_Seed_Plate_1_2H15_A8,A8,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H15,H15,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,pHMO_GBS,4,,Vaginal lavage day 2
12502.3H15,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3H15,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_3H15_H4,H4,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H15,H15,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,pHMO_GBS,4,,Vaginal lavage day 3
12502.6H15,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6H15,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_6H15_G10,G10,7837,Jackson Labs,C7,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H15,H15,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,pHMO_GBS,4,,Vaginal lavage day 6
12502.1H16,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1H16,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_3,16S rRNA,V4,Momi_Patras_Seed_Plate_3_1H16_A10,A10,7837,Jackson Labs,C8,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H16,H16,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,pHMO_GBS,4,,Vaginal lavage day 1
12502.2H16,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2H16,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_1,16S rRNA,V4,Momi_Patras_Seed_Plate_1_2H16_G2,G2,7837,Jackson Labs,C8,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H16,H16,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,pHMO_GBS,4,,Vaginal lavage day 2
12502.3H16,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3H16,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_3H16_E11,E11,7837,Jackson Labs,C8,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H16,H16,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,pHMO_GBS,4,,Vaginal lavage day 3
12502.6H16,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6H16,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_6H16_H1,H1,7837,Jackson Labs,C8,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H16,H16,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,pHMO_GBS,4,,Vaginal lavage day 6
12502.1H17,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1H17,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_1H17_E6,E6,7837,Jackson Labs,C8,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,H17,H17,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,pHMO_GBS,4,,Vaginal lavage day 1
